HOG	OG	Gene Tree Parent Clade	Zymomonas_mobilis_ATCC10988	Zymomonas_mobilis_GLBRC	Zymomonas_mobilis_ZM4
N0.HOG0001486	OG0001454	-	Zmob_1576	ZMO1_ZMO1554	ZMO1554
N0.HOG0001487	OG0001455	-	Zmob_1577	ZMO1_ZMO1553	ZMO1553
N0.HOG0001488	OG0001456	-	Zmob_1578	ZMO1_ZMO1552	ZMO1552
N0.HOG0001489	OG0001457	-	Zmob_1579	ZMO1_ZMO1551	ZMO1551
N0.HOG0001490	OG0001458	-	Zmob_1580	ZMO1_ZMO1550	ZMO1550
N0.HOG0001491	OG0001459	-	Zmob_1581	ZMO1_ZMO1549	ZMO1549
N0.HOG0001492	OG0001460	-	Zmob_1582	ZMO1_ZMO1548	ZMO1548
N0.HOG0001493	OG0001461	-	Zmob_1583	ZMO1_ZMO1547	ZMO1547
N0.HOG0001494	OG0001462	-	Zmob_1584	ZMO1_ZMO1545	ZMO1545
N0.HOG0001495	OG0001463	-	Zmob_1585	ZMO1_ZMO1544	ZMO1544
N0.HOG0001496	OG0001464	-	Zmob_1586	ZMO1_ZMO1543	ZMO1543
N0.HOG0001497	OG0001465	-	Zmob_1587	ZMO1_ZMO1542	ZMO1542
N0.HOG0001498	OG0001466	-	Zmob_1588	ZMO1_ZMO1541	ZMO1541
N0.HOG0001499	OG0001467	-	Zmob_1589	ZMO1_ZMO1540	ZMO1540
N0.HOG0001500	OG0001468	-	Zmob_1590	ZMO1_ZMO1538	ZMO1538
N0.HOG0001501	OG0001469	-	Zmob_1592	ZMO1_ZMO1533	ZMO1533
N0.HOG0001502	OG0001470	-	Zmob_1593	ZMO1_ZMO1532	ZMO1532
N0.HOG0001503	OG0001471	-	Zmob_1594	ZMO1_ZMO1531	ZMO1531
N0.HOG0001504	OG0001472	-	Zmob_1595	ZMO1_ZMO1530	ZMO1530
N0.HOG0001505	OG0001473	-	Zmob_1596	ZMO1_ZMO1529	ZMO1529
N0.HOG0001506	OG0001474	-	Zmob_1597	ZMO1_ZMO1528	ZMO1528
N0.HOG0001507	OG0001475	-	Zmob_1598	ZMO1_ZMO1527	ZMO1527
N0.HOG0001508	OG0001476	-	Zmob_1599	ZMO1_ZMO1525	ZMO1525
N0.HOG0001509	OG0001477	-	Zmob_1600	ZMO1_ZMO1524	ZMO1524
N0.HOG0001510	OG0001478	-	Zmob_1601	ZMO1_ZMO1522	ZMO1522
N0.HOG0001511	OG0001479	-	Zmob_1602	ZMO1_ZMO1521	ZMO1521
N0.HOG0001512	OG0001480	-	Zmob_1603	ZMO1_ZMO1520	ZMO1520
N0.HOG0001513	OG0001481	-	Zmob_1604	ZMO1_ZMO1519	ZMO1519
N0.HOG0001514	OG0001482	-	Zmob_1605	ZMO1_ZMO1518	ZMO1518
N0.HOG0001515	OG0001483	-	Zmob_1606	ZMO1_ZMO1516	ZMO1516
N0.HOG0001516	OG0001484	-	Zmob_1607	ZMO1_ZMO1515	ZMO1515
N0.HOG0001517	OG0001485	-	Zmob_1608	ZMO1_ZMO1514	ZMO1514
N0.HOG0001518	OG0001486	-	Zmob_1609	ZMO1_ZMO1513	ZMO1513
N0.HOG0001519	OG0001487	-	Zmob_1610	ZMO1_ZMO1512	ZMO1512
N0.HOG0001520	OG0001488	-	Zmob_1611	ZMO1_ZMO1511	ZMO1511
N0.HOG0001521	OG0001489	-	Zmob_1612	ZMO1_ZMO1510	ZMO1510
N0.HOG0001522	OG0001490	-	Zmob_1613	ZMO1_ZMO1509	ZMO1509
N0.HOG0001523	OG0001491	-	Zmob_1614	ZMO1_ZMO1508	ZMO1508
N0.HOG0001524	OG0001492	-	Zmob_1615	ZMO1_ZMO1507	ZMO1507
N0.HOG0001525	OG0001493	-	Zmob_1616	ZMO1_ZMO1506	ZMO1506
N0.HOG0001526	OG0001494	-	Zmob_1617	ZMO1_ZMO1504	ZMO1504
N0.HOG0001527	OG0001495	-	Zmob_1618	ZMO1_ZMO1503	ZMO1503
N0.HOG0001528	OG0001496	-	Zmob_1619	ZMO1_ZMO1502	ZMO1502
N0.HOG0001529	OG0001497	-	Zmob_1620	ZMO1_ZMO1501	ZMO1501
N0.HOG0001530	OG0001498	-	Zmob_1621	ZMO1_ZMO1500	ZMO1500
N0.HOG0001531	OG0001499	-	Zmob_1622	ZMO1_ZMO1499	ZMO1499
N0.HOG0001532	OG0001500	-	Zmob_1623	ZMO1_ZMO1498	ZMO1498
N0.HOG0001533	OG0001501	-	Zmob_1624	ZMO1_ZMO1497	ZMO1497
N0.HOG0001534	OG0001502	-	Zmob_1625	ZMO1_ZMO1496	ZMO1496
N0.HOG0001535	OG0001503	-	Zmob_1626	ZMO1_ZMO1495	ZMO1495
N0.HOG0001536	OG0001504	-	Zmob_1627	ZMO1_ZMO1494	ZMO1494
N0.HOG0001537	OG0001505	-	Zmob_1628	ZMO1_ZMO1493	ZMO1493
N0.HOG0001538	OG0001506	-	Zmob_1631	ZMO1_ZMO1489	ZMO1489
N0.HOG0001539	OG0001507	-	Zmob_1632	ZMO1_ZMO1488	ZMO1488
N0.HOG0001540	OG0001508	-	Zmob_1633	ZMO1_ZMO1487	ZMO1487
N0.HOG0001541	OG0001509	-	Zmob_1634	ZMO1_ZMO1485	ZMO1485
N0.HOG0001542	OG0001510	-	Zmob_1635	ZMO1_ZMO1484	ZMO1484
N0.HOG0001543	OG0001511	-	Zmob_1636	ZMO1_ZMO1482	ZMO1482
N0.HOG0001544	OG0001512	-	Zmob_1637	ZMO1_ZMO1481	ZMO1481
N0.HOG0001545	OG0001513	-	Zmob_1638	ZMO1_ZMO1480	ZMO1480
N0.HOG0001546	OG0001514	-	Zmob_1639	ZMO1_ZMO1479	ZMO1479
N0.HOG0001547	OG0001515	-	Zmob_1640	ZMO1_ZMO1478	ZMO1478
N0.HOG0001548	OG0001516	-	Zmob_1641	ZMO1_ZMO1476	ZMO1476
N0.HOG0001549	OG0001517	-	Zmob_1643	ZMO1_ZMO1473	ZMO1473
N0.HOG0001550	OG0001518	-	Zmob_1644	ZMO1_ZMO1471	ZMO1471
N0.HOG0001551	OG0001519	-	Zmob_1645	ZMO1_ZMO1470	ZMO1470
N0.HOG0001552	OG0001520	-	Zmob_1646	ZMO1_ZMO1466	ZMO1466
N0.HOG0001553	OG0001521	-	Zmob_1647	ZMO1_ZMO1465	ZMO1465
N0.HOG0001554	OG0001522	-	Zmob_1648	ZMO1_ZMO1464	ZMO1464
N0.HOG0001555	OG0001523	-	Zmob_1649	ZMO1_ZMO1458	ZMO1458
N0.HOG0001556	OG0001524	-	Zmob_1650	ZMO1_ZMO1457	ZMO1457
N0.HOG0001557	OG0001525	-	Zmob_1651	ZMO1_ZMO1456	ZMO1456
N0.HOG0001558	OG0001526	-	Zmob_1653	ZMO1_ZMO1452	ZMO1452
N0.HOG0001559	OG0001527	-	Zmob_1654	ZMO1_ZMO1451	ZMO1451
N0.HOG0001560	OG0001528	-	Zmob_1655	ZMO1_ZMO1467	ZMO1467
N0.HOG0001561	OG0001529	-	Zmob_1660	ZMO1_ZMO1450	ZMO1450
N0.HOG0001562	OG0001530	-	Zmob_1661	ZMO1_ZMO1449	ZMO1449
N0.HOG0001563	OG0001531	-	Zmob_1662	ZMO1_ZMO1448	ZMO1448
N0.HOG0001564	OG0001532	-	Zmob_1663	ZMO1_ZMO1447	ZMO1447
N0.HOG0001565	OG0001533	-	Zmob_1664	ZMO1_ZMO1446	ZMO1446
N0.HOG0001566	OG0001534	-	Zmob_1665	ZMO1_ZMO1444	ZMO1444
N0.HOG0001567	OG0001535	-	Zmob_1666	ZMO1_ZMO1443	ZMO1443
N0.HOG0001568	OG0001536	-	Zmob_1667	ZMO1_ZMO1442	ZMO1442
N0.HOG0001569	OG0001537	-	Zmob_1668	ZMO1_ZMO1441	ZMO1441
N0.HOG0001570	OG0001538	-	Zmob_1669	ZMO1_ZMO1440	ZMO1440
N0.HOG0001571	OG0001539	-	Zmob_1670	ZMO1_ZMO1439	ZMO1439
N0.HOG0001572	OG0001540	-	Zmob_1672	ZMO1_ZMO1437	ZMO1437
N0.HOG0001573	OG0001541	-	Zmob_1673	ZMO1_ZMO1436	ZMO1436
N0.HOG0001574	OG0001542	-	Zmob_1674	ZMO1_ZMO1435	ZMO1435
N0.HOG0001575	OG0001543	-	Zmob_1675	ZMO1_ZMO1434	ZMO1434
N0.HOG0001576	OG0001544	-	Zmob_1676	ZMO1_ZMO1433	ZMO1433
N0.HOG0001577	OG0001545	-	Zmob_1677	ZMO1_ZMO1432	ZMO1432
N0.HOG0001578	OG0001546	-	Zmob_1678	ZMO1_ZMO1431	ZMO1431
N0.HOG0001579	OG0001547	-	Zmob_1679	ZMO1_ZMO1430	ZMO1430
N0.HOG0001580	OG0001548	-	Zmob_1680	ZMO1_ZMO1429	ZMO1429
N0.HOG0001581	OG0001549	-	Zmob_1681	ZMO1_ZMO1428	ZMO1428
N0.HOG0001582	OG0001550	-	Zmob_1682	ZMO1_ZMO1426	ZMO1426
N0.HOG0001583	OG0001551	-	Zmob_1683	ZMO1_ZMO1425	ZMO1425
N0.HOG0001584	OG0001552	-	Zmob_1684	ZMO1_ZMO1424	ZMO1424
N0.HOG0001585	OG0001553	-	Zmob_1687	ZMO1_ZMO1421	ZMO1421
N0.HOG0001586	OG0001554	-	Zmob_1688	ZMO1_ZMO1420	ZMO1420
N0.HOG0001587	OG0001555	-	Zmob_1689	ZMO1_ZMO1419	ZMO1419
N0.HOG0001588	OG0001556	-	Zmob_1691	ZMO1_ZMO1417	ZMO1417
N0.HOG0001589	OG0001557	-	Zmob_1692	ZMO1_ZMO1415	ZMO1415
N0.HOG0001590	OG0001558	-	Zmob_1693	ZMO1_ZMO1414	ZMO1414
N0.HOG0001591	OG0001559	-	Zmob_1694	ZMO1_ZMO1413	ZMO1413
N0.HOG0001592	OG0001560	-	Zmob_1695	ZMO1_ZMO1412	ZMO1412
N0.HOG0001593	OG0001561	-	Zmob_1696	ZMO1_ZMO1411	ZMO1411
N0.HOG0001594	OG0001562	-	Zmob_1698	ZMO1_ZMO1409	ZMO1409
N0.HOG0001595	OG0001563	-	Zmob_1699	ZMO1_ZMO1408	ZMO1408
N0.HOG0001596	OG0001564	-	Zmob_1700	ZMO1_ZMO1407	ZMO1407
N0.HOG0001597	OG0001565	-	Zmob_1701	ZMO1_ZMO1406	ZMO1406
N0.HOG0001598	OG0001566	-	Zmob_1702	ZMO1_ZMO1405	ZMO1405
N0.HOG0001599	OG0001567	-	Zmob_1703	ZMO1_ZMO1404	ZMO1404
N0.HOG0001600	OG0001568	-	Zmob_1704	ZMO1_ZMO1403	ZMO1403
N0.HOG0001601	OG0001569	-	Zmob_1706	ZMO1_ZMO1401	ZMO1401
N0.HOG0001602	OG0001570	-	Zmob_1707	ZMO1_ZMO1400	ZMO1400
N0.HOG0001603	OG0001571	-	Zmob_1708	ZMO1_ZMO1399	ZMO1399
N0.HOG0001604	OG0001572	-	Zmob_1709	ZMO1_ZMO1398	ZMO1398
N0.HOG0001605	OG0001573	-	Zmob_1710	ZMO1_ZMO1396	ZMO1396
N0.HOG0001606	OG0001574	-	Zmob_1711	ZMO1_ZMO1395	ZMO1395
N0.HOG0001607	OG0001575	-	Zmob_1712	ZMO1_ZMO1394	ZMO1394
N0.HOG0001608	OG0001576	-	Zmob_1713	ZMO1_ZMO1393	ZMO1393
N0.HOG0001609	OG0001577	-	Zmob_1714	ZMO1_ZMO1392	ZMO1392
N0.HOG0001610	OG0001578	-	Zmob_1715	ZMO1_ZMO1391	ZMO1391
N0.HOG0001611	OG0001579	-	Zmob_1716	ZMO1_ZMO1390	ZMO1390
N0.HOG0001612	OG0001580	-	Zmob_1717	ZMO1_ZMO1389	ZMO1389
N0.HOG0001613	OG0001581	-	Zmob_1718	ZMO1_ZMO1388	ZMO1388
N0.HOG0001614	OG0001582	-	Zmob_1719	ZMO1_ZMO1387	ZMO1387
N0.HOG0001615	OG0001583	-	Zmob_1720	ZMO1_ZMO1386	ZMO1386
N0.HOG0001616	OG0001584	-	Zmob_1721	ZMO1_ZMO1385	ZMO1385
N0.HOG0001617	OG0001585	-	Zmob_1722	ZMO1_ZMO1384	ZMO1384
N0.HOG0001618	OG0001586	-	Zmob_1723	ZMO1_ZMO1382	ZMO1382
N0.HOG0001619	OG0001587	-	Zmob_1724	ZMO1_ZMO1381	ZMO1381
N0.HOG0001620	OG0001588	-	Zmob_1725	ZMO1_ZMO1380	ZMO1380
N0.HOG0001621	OG0001589	-	Zmob_1726	ZMO1_ZMO1378	ZMO1378
N0.HOG0001622	OG0001590	-	Zmob_1727	ZMO1_ZMO1377	ZMO1377
N0.HOG0001623	OG0001591	-	Zmob_1728	ZMO1_ZMO1375	ZMO1375
N0.HOG0001624	OG0001592	-	Zmob_1729	ZMO1_ZMO1373	ZMO1373
N0.HOG0001625	OG0001593	-	Zmob_1730	ZMO1_ZMO1372	ZMO1372
N0.HOG0001626	OG0001594	-	Zmob_1731	ZMO1_ZMO1370	ZMO1370
N0.HOG0001627	OG0001595	-	Zmob_1732	ZMO1_ZMO1369	ZMO1369
N0.HOG0001628	OG0001596	-	Zmob_1733	ZMO1_ZMO1366	ZMO1366
N0.HOG0001629	OG0001597	-	Zmob_1736	ZMO1_ZMO1364	ZMO1364
N0.HOG0001630	OG0001598	-	Zmob_1740	ZMO1_ZMO1360	ZMO1360
N0.HOG0001631	OG0001599	-	Zmob_1741	ZMO1_ZMO1358	ZMO1358
N0.HOG0001632	OG0001600	-	Zmob_1751, Zmob_1846	ZMO1_ZMOp33x004	
N0.HOG0001633	OG0001601	-	Zmob_1756	ZMO1_ZMOp33x038, ZMO1_ZMOp39x022	
N0.HOG0001634	OG0001602	-	Zmob_1870, Zmob_1758	ZMO1_ZMOp36x024	
N0.HOG0001635	OG0001603	-	Zmob_1791	ZMO1_ZMOp32x004, ZMO1_ZMOp36x039	
N0.HOG0001636	OG0001604	-	Zmob_1799, Zmob_1820, Zmob_1858		
N0.HOG0001637	OG0001605	-	Zmob_1817	ZMO1_ZMOp36x023, ZMO1_ZMOp39x006	
N0.HOG0001638	OG0001606	-	Zmob_1839	ZMO1_ZMOp33x039, ZMO1_ZMOp39x020	
N0.HOG0001639	OG0001607	-	Zmob_1840	ZMO1_ZMOp39x021, ZMO1_ZMOp33x040	
N0.HOG0001640	OG0001608	-		ZMO1_ZMO1260, ZMO1_ZMOp32x006	ZMO1260
N0.HOG0001641	OG0001609	-		ZMO1_ZMOp33x009, ZMO1_ZMO1859	ZMO1859
N0.HOG0001642	OG0001610	-	Zmob_0237		ZMO1083
N0.HOG0001643	OG0001611	-	Zmob_0501	ZMO1_ZMO2054	
N0.HOG0001644	OG0001612	-	Zmob_0668		ZMO0170
N0.HOG0001645	OG0001613	-	Zmob_0696	ZMO1_ZMO2041	
N0.HOG0001646	OG0001614	-	Zmob_0697	ZMO1_ZMO2040	
N0.HOG0001647	OG0001615	-	Zmob_0704	ZMO1_ZMOp33x033	
N0.HOG0001648	OG0001616	-	Zmob_1158		ZMO0641
N0.HOG0001649	OG0001617	-	Zmob_1522	ZMO1_ZMO1617	
N0.HOG0001650	OG0001618	-	Zmob_1737	ZMO1_ZMO2068	
N0.HOG0001651	OG0001619	-	Zmob_1738	ZMO1_ZMO2067	
N0.HOG0001652	OG0001620	-	Zmob_1739	ZMO1_ZMO2066	
N0.HOG0001653	OG0001621	-	Zmob_1749	ZMO1_ZMOp33x027	
N0.HOG0001654	OG0001622	-	Zmob_1750	ZMO1_ZMOp33x026	
N0.HOG0001655	OG0001623	-	Zmob_1760	ZMO1_ZMOp36x033	
N0.HOG0001656	OG0001624	-	Zmob_1765	ZMO1_ZMOp36x037	
N0.HOG0001657	OG0001625	-	Zmob_1766	ZMO1_ZMOp33x037	
N0.HOG0001658	OG0001626	-	Zmob_1772	ZMO1_ZMOp32x022	
N0.HOG0001659	OG0001627	-	Zmob_1783	ZMO1_ZMOp32x025	
N0.HOG0001660	OG0001628	-	Zmob_1784	ZMO1_ZMOp32x034	
N0.HOG0001661	OG0001629	-	Zmob_1785	ZMO1_ZMOp32x028	
N0.HOG0001662	OG0001630	-	Zmob_1787	ZMO1_ZMOp32x001	
N0.HOG0001663	OG0001631	-	Zmob_1789	ZMO1_ZMOp32x002	
N0.HOG0001664	OG0001632	-	Zmob_1792	ZMO1_ZMOp32x005	
N0.HOG0001665	OG0001633	-	Zmob_1798	ZMO1_ZMOp32x010	
N0.HOG0001666	OG0001634	-	Zmob_1854, Zmob_1806		
N0.HOG0001667	OG0001635	-	Zmob_1853, Zmob_1807		
N0.HOG0001668	OG0001636	-	Zmob_1812	ZMO1_ZMOp39x011	
N0.HOG0001669	OG0001637	-	Zmob_1813	ZMO1_ZMOp39x010	
N0.HOG0001670	OG0001638	-	Zmob_1814	ZMO1_ZMOp39x009	
N0.HOG0001671	OG0001639	-	Zmob_1815	ZMO1_ZMOp39x008	
N0.HOG0001672	OG0001640	-	Zmob_1816	ZMO1_ZMOp39x007	
N0.HOG0001673	OG0001641	-	Zmob_1825	ZMO1_ZMOp32x014	
N0.HOG0001674	OG0001642	-	Zmob_1831	ZMO1_ZMOp32x019	
N0.HOG0001675	OG0001643	-	Zmob_1833	ZMO1_ZMOp39x018	
N0.HOG0001676	OG0001644	-	Zmob_1834	ZMO1_ZMOp39x016	
N0.HOG0001677	OG0001645	-	Zmob_1835	ZMO1_ZMOp39x015	
N0.HOG0001678	OG0001646	-	Zmob_1836	ZMO1_ZMOp39x014	
N0.HOG0001679	OG0001647	-	Zmob_1837	ZMO1_ZMOp39x013	
N0.HOG0001680	OG0001648	-	Zmob_1838	ZMO1_ZMOp39x012	
N0.HOG0001681	OG0001649	-	Zmob_1842	ZMO1_ZMOp33x001	
N0.HOG0001682	OG0001650	-	Zmob_1845	ZMO1_ZMOp33x003	
N0.HOG0001683	OG0001651	-	Zmob_1847	ZMO1_ZMOp33x005	
N0.HOG0001684	OG0001652	-	Zmob_1848	ZMO1_ZMOp33x006	
N0.HOG0001685	OG0001653	-	Zmob_1861	ZMO1_ZMOp39x004	
N0.HOG0001686	OG0001654	-	Zmob_1862	ZMO1_ZMOp39x005	
N0.HOG0001687	OG0001655	-	Zmob_1864	ZMO1_ZMOp32x021	
N0.HOG0001688	OG0001656	-	Zmob_1865	ZMO1_ZMOp32x020	
N0.HOG0001689	OG0001657	-	Zmob_1867, Zmob_1871		
N0.HOG0001690	OG0001658	-		ZMO1_ZMO0011	ZMO0011
N0.HOG0001691	OG0001659	-		ZMO1_ZMO0030	ZMO0030
N0.HOG0001692	OG0001660	-		ZMO1_ZMO0047	ZMO0047
N0.HOG0001693	OG0001661	-		ZMO1_ZMO0050	ZMO0050
N0.HOG0001694	OG0001662	-		ZMO1_ZMO0052	ZMO0052
N0.HOG0001695	OG0001663	-		ZMO1_ZMO0053	ZMO0053
N0.HOG0001696	OG0001664	-		ZMO1_ZMO0054	ZMO0054
N0.HOG0001697	OG0001665	-		ZMO1_ZMO0091	ZMO0091
N0.HOG0001698	OG0001666	-		ZMO1_ZMO0102	ZMO0102
N0.HOG0001699	OG0001667	-		ZMO1_ZMO0119	ZMO0119
N0.HOG0001700	OG0001668	-		ZMO1_ZMO0136	ZMO0136
N0.HOG0001701	OG0001669	-		ZMO1_ZMO0169	ZMO0169
N0.HOG0001702	OG0001670	-		ZMO1_ZMO0216	ZMO0216
N0.HOG0001703	OG0001671	-		ZMO1_ZMO0361	ZMO0361
N0.HOG0001704	OG0001672	-		ZMO1_ZMO0362	ZMO0362
N0.HOG0001705	OG0001673	-		ZMO1_ZMO0484	ZMO0484
N0.HOG0001706	OG0001674	-		ZMO1_ZMO0489	ZMO0489
N0.HOG0001707	OG0001675	-		ZMO1_ZMO0566	ZMO0566
N0.HOG0001708	OG0001676	-		ZMO1_ZMO0657	ZMO0657
N0.HOG0001709	OG0001677	-		ZMO1_ZMO0685	ZMO0685
N0.HOG0001710	OG0001678	-		ZMO1_ZMO0745	ZMO0745
N0.HOG0001711	OG0001679	-		ZMO1_ZMO0849	ZMO0849
N0.HOG0001712	OG0001680	-		ZMO1_ZMO0919	ZMO0919
N0.HOG0001713	OG0001681	-		ZMO1_ZMO0929	ZMO0929
N0.HOG0001714	OG0001682	-		ZMO1_ZMO1143	ZMO1143
N0.HOG0001715	OG0001683	-		ZMO1_ZMO1261	ZMO1261
N0.HOG0001716	OG0001684	-		ZMO1_ZMO1287	ZMO1287
N0.HOG0001717	OG0001685	-		ZMO1_ZMO1299	ZMO1299
N0.HOG0001718	OG0001686	-		ZMO1_ZMO1300	ZMO1300
N0.HOG0001719	OG0001687	-		ZMO1_ZMO1301	ZMO1301
N0.HOG0001720	OG0001688	-		ZMO1_ZMO1365	ZMO1365
N0.HOG0001721	OG0001689	-		ZMO1_ZMO1374	ZMO1374
N0.HOG0001722	OG0001690	-		ZMO1_ZMO1383	ZMO1383
N0.HOG0001723	OG0001691	-		ZMO1_ZMO1459	ZMO1459
N0.HOG0001724	OG0001692	-		ZMO1_ZMO1460	ZMO1460
N0.HOG0001725	OG0001693	-		ZMO1_ZMO1461	ZMO1461
N0.HOG0001726	OG0001694	-		ZMO1_ZMO1462	ZMO1462
N0.HOG0001727	OG0001695	-		ZMO1_ZMO1468	ZMO1468
N0.HOG0001728	OG0001696	-		ZMO1_ZMO1477	ZMO1477
N0.HOG0001729	OG0001697	-		ZMO1_ZMO1483	ZMO1483
N0.HOG0001730	OG0001698	-		ZMO1_ZMO1536	ZMO1536
N0.HOG0001731	OG0001699	-		ZMO1_ZMO1589	ZMO1589
N0.HOG0001732	OG0001700	-		ZMO1_ZMO1633	ZMO1633
N0.HOG0001733	OG0001701	-		ZMO1_ZMO1634	ZMO1634
N0.HOG0001734	OG0001702	-		ZMO1_ZMO1649	ZMO1649
N0.HOG0001735	OG0001703	-		ZMO1_ZMO1679	ZMO1679
N0.HOG0001736	OG0001704	-		ZMO1_ZMO1759	ZMO1759
N0.HOG0001737	OG0001705	-		ZMO1_ZMO1784	ZMO1784
N0.HOG0001738	OG0001706	-		ZMO1_ZMO1788	ZMO1788
N0.HOG0001739	OG0001707	-		ZMO1_ZMO1793	ZMO1793
N0.HOG0001740	OG0001708	-		ZMO1_ZMO1802	ZMO1802
N0.HOG0001741	OG0001709	-		ZMO1_ZMO1816	ZMO1816
N0.HOG0001742	OG0001710	-		ZMO1_ZMO1856	ZMO1856
N0.HOG0001743	OG0001711	-		ZMO1_ZMO1857	ZMO1857
N0.HOG0001744	OG0001712	-		ZMO1_ZMO1860	ZMO1860
N0.HOG0001745	OG0001713	-		ZMO1_ZMO1861	ZMO1861
N0.HOG0001746	OG0001714	-		ZMO1_ZMO1863	ZMO1863
N0.HOG0001747	OG0001715	-		ZMO1_ZMO1864	ZMO1864
N0.HOG0001748	OG0001716	-		ZMO1_ZMO1880	ZMO1880
N0.HOG0001749	OG0001717	-		ZMO1_ZMO1930	ZMO1930
N0.HOG0001750	OG0001718	-		ZMO1_ZMO1931	ZMO1931
N0.HOG0001751	OG0001719	-		ZMO1_ZMO1932	ZMO1932
N0.HOG0001752	OG0001720	-		ZMO1_ZMO1933	ZMO1933
N0.HOG0001753	OG0001721	-		ZMO1_ZMO1934	ZMO1934
N0.HOG0001754	OG0001722	-		ZMO1_ZMO1936	ZMO1936
N0.HOG0001755	OG0001723	-		ZMO1_ZMO1937	ZMO1937
N0.HOG0001756	OG0001724	-		ZMO1_ZMO1940	ZMO1940
N0.HOG0001757	OG0001725	-		ZMO1_ZMO1941	ZMO1941
N0.HOG0001758	OG0001726	-		ZMO1_ZMO1943	ZMO1943
N0.HOG0001759	OG0001727	-		ZMO1_ZMO1944	ZMO1944
N0.HOG0001760	OG0001728	-		ZMO1_ZMO1945	ZMO1945
N0.HOG0001761	OG0001729	-		ZMO1_ZMO1946	ZMO1946
N0.HOG0001762	OG0001730	-		ZMO1_ZMO1947	ZMO1947
N0.HOG0001763	OG0001731	-		ZMO1_ZMO1948	ZMO1948
N0.HOG0001764	OG0001732	-		ZMO1_ZMO1949	ZMO1949
N0.HOG0001765	OG0001733	-		ZMO1_ZMO1950	ZMO1950
N0.HOG0001766	OG0001734	-		ZMO1_ZMO1951	ZMO1951
N0.HOG0001767	OG0001735	-		ZMO1_ZMO1952	ZMO1952
N0.HOG0001768	OG0001736	-		ZMO1_ZMO1966	ZMO1966
N0.HOG0001769	OG0001737	-		ZMO1_ZMO1971	ZMO1971
N0.HOG0001770	OG0001738	-		ZMO1_ZMO1975	ZMO1975
N0.HOG0001771	OG0001739	-		ZMO1_ZMO2013	ZMO2013
N0.HOG0001772	OG0001740	-		ZMO1_ZMO2015	ZMO2015
N0.HOG0001773	OG0001741	-		ZMO1_ZMO2016	ZMO2016
N0.HOG0001774	OG0001742	-		ZMO1_ZMO2017	ZMO2017
N0.HOG0001775	OG0001743	-		ZMO1_ZMO2019	ZMO2019
N0.HOG0001776	OG0001744	-		ZMO1_ZMO2020	ZMO2020
N0.HOG0001777	OG0001745	-		ZMO1_ZMO2024	ZMO2024
N0.HOG0001778	OG0001746	-		ZMO1_ZMO2027	ZMO2027
N0.HOG0001779	OG0001747	-		ZMO1_ZMO2029	ZMO2029
N0.HOG0001780	OG0001748	-		ZMO1_ZMO2030	ZMO2030
N0.HOG0001781	OG0001749	-		ZMO1_ZMO2032	ZMO2032
N0.HOG0001782	OG0001750	-		ZMO1_ZMO2033	ZMO2033
N0.HOG0001783	OG0001751	-		ZMO1_ZMO2034	ZMO2034
N0.HOG0001784	OG0001752	-		ZMO1_ZMO2035	ZMO2035
N0.HOG0001785	OG0001753	-		ZMO1_ZMO2037	ZMO2037
N0.HOG0001786	OG0001754	-		ZMO1_ZMO2038	ZMO2038
N0.HOG0001787	OG0001755	-		ZMO1_ZMO2039	ZMO2039
N0.HOG0001788	OG0001756	-		ZMO1_ZMOp39x037, ZMO1_ZMOp32x012	
N0.HOG0001789	OG0001757	-		ZMO1_ZMOp39x023, ZMO1_ZMOp33x002	
N0.HOG0001790	OG0001758	-		ZMO1_ZMOp33x035, ZMO1_ZMOp36x027	
N0.HOG0001791	OG0001759	-		ZMO1_ZMOp36x026, ZMO1_ZMOp33x036	
