HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_ATCC_17978	Aggregatibacter_actinomycetemcomitans_624	Aggregatibacter_actinomycetemcomitans_VT1169	Agrobacterium_fabrum	Azoarcus_olearius_DQS-4	Bacteroides_thetaiotaomicron_VPI-5482	Bradyrhizobium_diazoefficiens	Brevundimonas_subvibrioides	Burkholderia_cenocepacia_J2315	Campylobacter_jejuni_81-176	Caulobacter_crescentus	Caulobacter_vibrioides	Citrobacter_rodentium_ICC168	Clostridium_difficile_R20291	Enterobacter_cloacae_ATCC_13047	Escherichia_coli_BW25113	Escherichia_coli_Nissle_1917	Escherichia_coli_UTI89	Francisella_tularensis_Schu_S4	Herbaspirillum_seropedicae_SmR1	Klebsiella_pneumoniae_ATCC_43816_KPPR1	Legionella_pneumophila_Philadelphia_1	Mycobacterium_tuberculosis_H37Rv	Neisseria_meningitidis_Z2491	Novosphingobium_aromaticivorans	Porphyromonas_gingivalis_ATCC_33277	Providencia_stuartii_BE2467	Pseudomonas_aeruginosa_PAO1	Pseudomonas_aeruginosa_UCBPP-PA14	Pseudomonas_simiae_WCS417	Pseudomonas_syringae_B728a	Ralstonia_solanacearum_GMI1000	Ralstonia_solanacearum_IBSBF1503	Ralstonia_solanacearum_PSI07	Rhodobacter_sphaeroides	Rhodopseudomonas_palustris	Salmonella_enterica_14028S	Salmonella_typhi_CT18	Salmonella_typhimurium_SL1344	Snodgrassella_alvi_wkB2	Sphingomonas_wittichii	Staphylococcus_aureus_6850	Staphylococcus_aureus_MRSA252	Staphylococcus_aureus_MSSA476	Staphylococcus_aureus_NCTC_8325	Staphylococcus_aureus_USA300_TCH1516	Streptococcus_agalactiae_A909	Streptococcus_pneumoniae_BHN97x	Streptococcus_pneumoniae_TIGR4	Streptococcus_pyogenes_5448	Vibrio_anguillarum_425	Vibrio_cholerae_N16961	Vibrio_fischeri_ES114	Yersinia_pestis_CO92	Zymomonas_mobilis
N0.HOG0000822	OG0000012	n124	A1S_0751								pBCA055				ROD_15211	CDR20291_1023, CDR20291_2783, CDR20291_3209, CDR20291_2271, CDR20291_1267	ECL_01988	BW25113_1025, BW25113_1522	ECOLIN_05200, ECOLIN_08390, ECOLIN_10760, ECOLIN_08255	UTI89_C1088, UTI89_C1741, UTI89_C1703		Hsero_3216	VK055_0497, VK055_0852, VK055_1475					PGN_0509					Psyr_4206, Psyr_1684											RSAU_000721	SAR0800	SAS0711	SAOUHSC_00760	USA300HOU_0773					B5S57_01635	VC_1372, VC_1376, VC_A0557, VC_1104, VC_2285, VC_2454	VF_A0342, VF_A0343, VF_A0692, VF_A0368, VF_1515, VF_A0155, VF_A0152, VF_1639, VF_A0959, VF_A0276		
N0.HOG0000823	OG0000012	n173																					VK055_1588																	AL513382v1__3696																	
N0.HOG0000824	OG0000012	n176																															Psyr_0870					RPA3792																			
N0.HOG0000825	OG0000012	n180							BA000040v2__1364, BA000040v2__6792, BA000040v2__2468																													RPA3616																			
N0.HOG0000826	OG0000012	n184																				Hsero_3548											Psyr_3328																								
N0.HOG0000827	OG0000012	n185															ECL_02492					Hsero_1534											Psyr_2281																								
N0.HOG0000828	OG0000012	n187							BA000040v2__1505		BCAS0398, BCAM0748, BCAL2852, BCAL1020, BCAM2822											Hsero_4636, Hsero_4042, Hsero_4500										PS417_04675	Psyr_1125	RSp0400, RSp0398, RSp1524	RALBFv3_16580	RPSI07_mp0359, RPSI07_mp0356, RPSI07_mp1620		RPA0886																			
N0.HOG0000829	OG0000012	n206					dqs_0143															Hsero_0518								PA1851, PA3343	PA14_40570, PA14_20820																							VC_A0165			
N0.HOG0000830	OG0000012	n216					dqs_2547															Hsero_3736											Psyr_2939																								
N0.HOG0000831	OG0000012	n218				At1D132_07670	dqs_2185					CJJ81176_0671				CDR20291_0462														PA4843	PA14_64050	PS417_02985	Psyr_4377																				B5S57_01990				
N0.HOG0000832	OG0000012	n226									BCAM0820, BCAM1161											Hsero_3016								PA3702	PA14_16500	PS417_05990	Psyr_1309			RPSI07_mp1755																					
N0.HOG0000833	OG0000012	n233							BA000040v2__626		BCAL0430											Hsero_4711, Hsero_0732												RSp0132, RSc3143	RALBFv3_07890	RPSI07_mp0097, RPSI07_0340		RPA0286																			
N0.HOG0000834	OG0000012	n242																														PS417_11975						RPA3832																VC_2370			
N0.HOG0000835	OG0000012	n244	A1S_1695, A1S_1067																																																						
N0.HOG0000836	OG0000012	n245													ROD_48701	CDR20291_2272, CDR20291_2143	ECL_00780						VK055_2610																STM14_5467	AL513382v1__9865	SL1344_4482												B5S57_15430	VC_1029	VF_1200, VF_1350	YPO0425	
N0.HOG0000837	OG0000012	n257	A1S_3345			At1D132_23690, At1D132_46630																																RPA2984															B5S57_14735				
N0.HOG0000838	OG0000012	n261	A1S_3296			At1D132_17000									ROD_20351		ECL_03237	BW25113_1956		UTI89_C2157		Hsero_1913	VK055_0020							PA1107	PA14_50060					RPSI07_2743			STM14_2408	AL513382v1__4102	SL1344_1915																
N0.HOG0000839	OG0000012	n276																																									Swit_1316														ZMO1_ZMO1365, ZMO1_ZMO0919
N0.HOG0000840	OG0000012	n280																				Hsero_1014																RPA4112, RPA1716															B5S57_02030, B5S57_18225, B5S57_12340	VC_1185, VC_2224, VC_A0697, VC_A0217, VC_1599	VF_1561, VF_0989, VF_2261		
N0.HOG0000841	OG0000012	n294					dqs_3928								ROD_15461		ECL_03719	BW25113_1490					VK055_2690							PA0169	PA14_02110		Psyr_2535																								
N0.HOG0000842	OG0000012	n301					dqs_2826, dqs_2827											BW25113_1535	ECOLIN_08490	UTI89_C1760		Hsero_2767		lpg0744						PA3177, PA5487	PA14_23130, PA14_72420	PS417_19135, PS417_00435	Psyr_3653, Psyr_0266																				B5S57_16125	VC_0900	VF_0596		
N0.HOG0000843	OG0000012	n318				At1D132_35580, At1D132_06720			BA000040v2__3109																					PA4332	PA14_56280						RSP_4018	RPA1818																			
N0.HOG0000844	OG0000012	n325																																RSc0375	RALBFv3_11000	RPSI07_3033																					
N0.HOG0000845	OG0000012	n331														CDR20291_0850, CDR20291_1736, CDR20291_1266, CDR20291_0871, CDR20291_0633																																									
N0.HOG0000846	OG0000012	n336					dqs_0508, dqs_0349										ECL_00393							lpg0155								PS417_15840	Psyr_1157																								
N0.HOG0000847	OG0000012	n343																																																					VF_A0057, VF_A0567		
N0.HOG0000848	OG0000012	n349					dqs_2456, dqs_1369				BCAM1670											Hsero_2782																																			
N0.HOG0000849	OG0000012	n355					dqs_0461																	lpg2132						PA0847	PA14_53310	PS417_16285											Swit_4702										B5S57_03185	VC_A0960			
N0.HOG0000850	OG0000012	n363																												PA4929	PA14_65090																										
N0.HOG0000851	OG0000012	n367					dqs_3005																															RPA3076																			
N0.HOG0000852	OG0000012	n368					dqs_2968																														RSP_0410	RPA4565, RPA3022					Swit_3465														
N0.HOG0000853	OG0000012	n372	A1S_2986								BCAM2256				ROD_25541		ECL_03935	BW25113_2604	ECOLIN_14215	UTI89_C2937			VK055_4575	lpg2655						PA1120	PA14_49890	PS417_23760							STM14_3275	AL513382v1__5802	SL1344_2630															YPO0449	
N0.HOG0000854	OG0000012	n387																																																			B5S57_11820	VC_1370	VF_A0976		
N0.HOG0000855	OG0000012	n389																																																			B5S57_03205, B5S57_03345	VC_A0965, VC_A0074	VF_A0476		
N0.HOG0000856	OG0000012	n394								Bresu_1330			CC_3285	CCNA_03394																																											
N0.HOG0000857	OG0000012	n397					dqs_2034		BA000040v2__2393																																																
N0.HOG0000858	OG0000012	n398				At1D132_08180	dqs_2773		BA000040v2__7200		BCAL1635						ECL_01986, ECL_02490	BW25113_1794	ECOLIN_09665	UTI89_C1991		Hsero_0284, Hsero_3682	VK055_5071, VK055_1290	lpg0879, lpg0373						PA2771							RSP_3513, RSP_0329	RPA4173																	VF_2362		
N0.HOG0000859	OG0000012	n417																						lpg1025								PS417_16075																									
N0.HOG0000860	OG0000013	n4										CJJ81176_0927																																					SAK_0842	CWI64_10010	SP_0608						
N0.HOG0000861	OG0000013	n8	A1S_1492				dqs_0451		BA000040v2__7689, BA000040v2__3166		BCAL3356	CJJ81176_0926			ROD_06661		ECL_03050	BW25113_0653	ECOLIN_03420	UTI89_C0649		Hsero_3517, Hsero_3855	VK055_1852						BGK56_18200	PA1340	PA14_46930	PS417_05550	Psyr_3910	RSc0483	RALBFv3_11560	RPSI07_2885			STM14_0771	AL513382v1__1385	SL1344_0652								SAK_0841	CWI64_10005	SP_0607					YPO2613	
N0.HOG0000862	OG0000013	n38				At1D132_12550			BA000040v2__4520						ROD_45441		ECL_04654	BW25113_3270	ECOLIN_18145	UTI89_C3712												PS417_04910	Psyr_1074				RSP_1749	RPA2562															B5S57_13720	VC_1360	VF_1534		
N0.HOG0000863	OG0000013	n52					dqs_1450		BA000040v2__2981																													RPA2630					Swit_2623														
N0.HOG0000864	OG0000013	n57																												PA4193				RSc2259	RALBFv3_03895	RPSI07_1163																					
N0.HOG0000865	OG0000013	n60									BCAL1670				ROD_13861								VK055_2261						BGK56_12180	PA2202	PA14_36230			RSp0933	RALBFv3_22445	RPSI07_mp0645																				YPO4109	
N0.HOG0000866	OG0000013	n70																												PA1257	PA14_47950																										
N0.HOG0000867	OG0000013	n72	A1S_1397			At1D132_31620			BA000040v2__1696			CJJ81176_0493																				PS417_01020, PS417_12105	Psyr_2943, Psyr_2505		RALBFv3_20455	RPSI07_mp0514	RSP_3953, RSP_3460, RSP_3459													CWI64_10485	SP_0710						
N0.HOG0000868	OG0000013	n91				At1D132_43750, At1D132_10830																Hsero_0242, Hsero_3873, Hsero_4606, Hsero_1497																																			
N0.HOG0000869	OG0000013	n96				At1D132_10760	dqs_2396				BCAS0575						ECL_02652						VK055_0725									PS417_27395	Psyr_0296																							YPO3255	
N0.HOG0000870	OG0000013	n103				At1D132_42310			BA000040v2__6480, BA000040v2__7000, BA000040v2__6470																																																
N0.HOG0000871	OG0000013	n106										CJJ81176_0964																		PA5075	PA14_67040	PS417_01810																					B5S57_03255, B5S57_03245	VC_A1040, VC_A1038	VF_A0390, VF_A0392		
N0.HOG0000872	OG0000013	n116										CJJ81176_0910												lpg0492																																	
N0.HOG0000873	OG0000013	n118													ROD_27901	CDR20291_0679						Hsero_4326, Hsero_0064	VK055_0364			NMA1709																SALWKB2_0535		RSAU_001717	SAR1949	SAS1781	SAOUHSC_01991	USA300HOU_1853	SAK_0592, SAK_1497, SAK_0194	CWI64_11035, CWI64_01750, CWI64_09370	SP_0823, SP_1241, SP_0453	SP5448_03385, SP5448_04225, SP5448_01335					
N0.HOG0000874	OG0000013	n141														CDR20291_1670																										SALWKB2_0195							SAK_1042	CWI64_02915	SP_1502	SP5448_04705					
N0.HOG0000875	OG0000013	n150				At1D132_44390			BA000040v2__2292		BCAM1468											Hsero_1162										PS417_15485	Psyr_2963	RSc3409	RALBFv3_09250	RPSI07_0032																					
N0.HOG0000876	OG0000013	n158				At1D132_44380																Hsero_2287											Psyr_2964																								
N0.HOG0000877	OG0000013	n163		ACT75_05945	ACT74_09350						BCAL0453		CC_1440	CCNA_01507	ROD_19731	CDR20291_2082, CDR20291_2081	ECL_01370	BW25113_1918	ECOLIN_10565	UTI89_C2119			VK055_0028			NMA0999						PS417_01100	Psyr_0357						STM14_1980, STM14_2370	AL513382v1__2705, AL513382v1__4009	SL1344_1566, SL1344_1881			RSAU_002251	SAR2503	SAS2304	SAOUHSC_02698	USA300HOU_2394	SAK_1624, SAK_0363	CWI64_02720	SP_1461	SP5448_06030, SP5448_02740	B5S57_05650	VC_0009	VF_0007	YPO1847	
N0.HOG0000878	OG0000013	n199									BCAL1609											Hsero_2156								PA0313	PA14_04080																										
N0.HOG0000879	OG0000013	n206																																																			B5S57_11215	VC_1862	VF_1586		
N0.HOG0000880	OG0000013	n209																												PA5154	PA14_68080	PS417_01490	Psyr_4913																								
N0.HOG0000881	OG0000013	n213				At1D132_20520					BCAS0111, BCAS0443																					PS417_13555																									
N0.HOG0000882	OG0000013	n216	A1S_2301								BCAL2610, BCAL1055, BCAM0760				ROD_27161		ECL_03657	BW25113_2308	ECOLIN_12925	UTI89_C2592			VK055_4816							PA2924, PA0889	PA14_26230, PA14_52780	PS417_17595, PS417_06410, PS417_21740	Psyr_3875, Psyr_3570						STM14_2899	AL513382v1__5070	SL1344_2322															YPO2775	
N0.HOG0000883	OG0000013	n238		ACT75_08145	ACT74_00830	At1D132_15750									ROD_08721		ECL_02809	BW25113_0862	ECOLIN_04460	UTI89_C0865			VK055_1593						BGK56_19220			PS417_26105							STM14_1041	AL513382v1__1818	SL1344_0865													VC_A0758		YPO1350	
N0.HOG0000884	OG0000013	n255				At1D132_15760																										PS417_26110																									
N0.HOG0000885	OG0000013	n258				At1D132_20510					BCAS0442																					PS417_13560																									
N0.HOG0000886	OG0000013	n260									BCAS0112																			PA5155	PA14_68090	PS417_01485	Psyr_4914																								
N0.HOG0000887	OG0000013	n264	A1S_2300	ACT75_08140	ACT74_00835						BCAL1056, BCAL2611, BCAM0761				ROD_08711, ROD_27151		ECL_02810, ECL_03656	BW25113_0861, BW25113_2307	ECOLIN_04455, ECOLIN_12920	UTI89_C0864, UTI89_C2591			VK055_1594, VK055_4817						BGK56_19215	PA0890, PA2925	PA14_52770, PA14_26220	PS417_21735, PS417_17600, PS417_06405	Psyr_3569, Psyr_3876						STM14_1040, STM14_2898	AL513382v1__1816, AL513382v1__5067	SL1344_0864, SL1344_2321												B5S57_11220	VC_1861, VC_A0757	VF_1585	YPO1349, YPO2776	
N0.HOG0000888	OG0000013	n303				At1D132_39680, At1D132_48060			BA000040v2__3378, BA000040v2__7292								ECL_01876						VK055_0584									PS417_28195, PS417_18125, PS417_21785	Psyr_0973, Psyr_2891	RSp0480	RALBFv3_21325	RPSI07_mp0413	RSP_3744																				
N0.HOG0000889	OG0000013	n318																														PS417_12100	Psyr_2504																								
N0.HOG0000890	OG0000013	n320							BA000040v2__8211		BCAM1209				ROD_08111		ECL_02921	BW25113_0810	ECOLIN_04195	UTI89_C0813		Hsero_3514	VK055_1690													RPSI07_1322			STM14_963	AL513382v1__1695	SL1344_0804															YPO2513	
N0.HOG0000891	OG0000013	n335																					VK055_1963											RSp1577	RALBFv3_16290	RPSI07_mp1680																					
N0.HOG0000892	OG0000013	n338																					VK055_1964											RSp1576	RALBFv3_16295	RPSI07_mp1679			STM14_1978	AL513382v1__2712	SL1344_1564																
N0.HOG0000893	OG0000013	n352							BA000040v2__7690													Hsero_3856																																			
N0.HOG0000894	OG0000013	n353							BA000040v2__3165		BCAL3357				ROD_06671		ECL_03049	BW25113_0654	ECOLIN_03425	UTI89_C0650		Hsero_3518	VK055_1851						BGK56_18205	PA1341	PA14_46920	PS417_05555	Psyr_3909	RSc0482	RALBFv3_11555	RPSI07_2886			STM14_0772	AL513382v1__1387	SL1344_0653															YPO2614	
N0.HOG0000895	OG0000013	n374																												PA4194				RSc2258	RALBFv3_03890	RPSI07_1164																					
N0.HOG0000896	OG0000013	n377									BCAL1669												VK055_2260						BGK56_12185	PA2203	PA14_36220			RSp0934	RALBFv3_22440	RPSI07_mp0644																				YPO4110	
N0.HOG0000897	OG0000013	n385	A1S_1491				dqs_0452																																																		
N0.HOG0000898	OG0000013	n386				At1D132_31610			BA000040v2__1695																										RALBFv3_20450	RPSI07_mp0515																					
N0.HOG0000899	OG0000013	n390	A1S_1396									CJJ81176_0492																				PS417_01015	Psyr_2944																		SP_0711						
N0.HOG0000900	OG0000013	n395																												PA1258	PA14_47940																										
N0.HOG0000901	OG0000013	n400															ECL_02653						VK055_0724																																	YPO3256	
N0.HOG0000902	OG0000013	n404				At1D132_10840, At1D132_43740																Hsero_3872, Hsero_0243, Hsero_4607, Hsero_1496																																			
N0.HOG0000903	OG0000013	n409				At1D132_10750	dqs_2395															Hsero_4251										PS417_27390	Psyr_0297	RSc2104																							
N0.HOG0000904	OG0000013	n414				At1D132_42320			BA000040v2__6479, BA000040v2__7001, BA000040v2__6471																																																
N0.HOG0000905	OG0000014	n2											CC_1150	CCNA_01208																															SAR1332	SAS1262	SAOUHSC_01314	USA300HOU_1266	SAK_0381	CWI64_05550	SP_2000						
N0.HOG0000906	OG0000014	n11														CDR20291_3052																																				SP5448_08285					
N0.HOG0000907	OG0000014	n18																				Hsero_2854					Saro_2437																														
N0.HOG0000908	OG0000014	n21																																																CWI64_07805	SP_0156						
N0.HOG0000909	OG0000014	n29							BA000040v2__261		BCAS0709																																														
N0.HOG0000910	OG0000014	n30							BA000040v2__4850		BCAS0072																																														
N0.HOG0000911	OG0000014	n31							BA000040v2__3536																													RPA1314																			
N0.HOG0000912	OG0000014	n32								Bresu_1122, Bresu_1188																												RPA4249																			
N0.HOG0000913	OG0000014	n34						BT_0750						CCNA_02441																																			SAK_2067								
N0.HOG0000914	OG0000014	n37																					VK055_2283				Saro_0304																														
N0.HOG0000915	OG0000014	n41				At1D132_28440			BA000040v2__7362		BCAS0378		CC_1080	CCNA_01134																				RSp0851, RSp1141, RSp1192	RALBFv3_19605, RALBFv3_18310, RALBFv3_18135	RPSI07_mp0797, RPSI07_mp1174, RPSI07_mp1222							Swit_2814														
N0.HOG0000916	OG0000014	n56					dqs_2215																										Psyr_3767																				B5S57_18695				
N0.HOG0000917	OG0000014	n59	A1S_1775				dqs_0717				BCAM1981												VK055_2014						BGK56_10610										STM14_3775	AL513382v1__6694	SL1344_3098		Swit_0766														
N0.HOG0000918	OG0000014	n68													ROD_42891			BW25113_3520	ECOLIN_19465	UTI89_C4052																			STM14_4338	AL513382v1__8489	SL1344_3571																
N0.HOG0000919	OG0000014	n76	A1S_3304			At1D132_01160	dqs_3579		BA000040v2__7102, BA000040v2__5968, BA000040v2__1196, BA000040v2__333, BA000040v2__332	Bresu_2879							ECL_04308					Hsero_1231					Saro_2626			PA2376, PA1397, PA3604, PA1978	PA14_33920, PA14_46360, PA14_17670, PA14_38930	PS417_15875, PS417_05840, PS417_17505	Psyr_1384	RSc2455	RALBFv3_04760	RPSI07_1019	RSP_4131, RSP_0087, RSP_4133, RSP_2882, RSP_2591	RPA0852					Swit_1159, Swit_0694										B5S57_07050	VC_2702	VF_2374		
N0.HOG0000920	OG0000014	n113				At1D132_31210, At1D132_44920, At1D132_45000			BA000040v2__7059, BA000040v2__6372		BCAL2314																Saro_1627							RSp0338, RSc1185	RALBFv3_21750, RALBFv3_15105	RPSI07_mp0311, RPSI07_2192	RSP_0316																				
N0.HOG0000921	OG0000014	n126							BA000040v2__5384								ECL_00924, ECL_04922																					RPA2299																			
N0.HOG0000922	OG0000014	n131				At1D132_37900		BT_0156																																																	
N0.HOG0000923	OG0000014	n139																												PA4196	PA14_09690																										
N0.HOG0000924	OG0000014	n141					dqs_0989, dqs_1498				BCAL2211											Hsero_0842							BGK56_00070					RSc1597	RALBFv3_01680	RPSI07_1687	RSP_0907		STM14_1681	AL513382v1__3234	SL1344_1321														VF_A0103		
N0.HOG0000925	OG0000014	n154				At1D132_08220					BCAM0230A						ECL_02352												BGK56_08195																												
N0.HOG0000926	OG0000014	n157				At1D132_46250			BA000040v2__2827, BA000040v2__7168, BA000040v2__388	Bresu_1119	BCAM0639		CC_0758	CCNA_00795								Hsero_1337					Saro_1578, Saro_1616, Saro_1614											RPA4248, RPA1682					Swit_5293, Swit_0268, Swit_3188, Swit_2977														
N0.HOG0000927	OG0000014	n174				At1D132_44580, At1D132_40330	dqs_2817		BA000040v2__5380, BA000040v2__260, BA000040v2__1741, BA000040v2__4849		BCAS0069, BCAS0707						ECL_00718, ECL_02497					Hsero_4509										PS417_10320	Psyr_5088					RPA1315, RPA2109																			
N0.HOG0000928	OG0000014	n189							BA000040v2__401																		Saro_1231																														
N0.HOG0000929	OG0000014	n190						BT_2181, BT_1888, BT_2408, BT_0520																																																	
N0.HOG0000930	OG0000014	n193															ECL_00062		ECOLIN_01675																																						
N0.HOG0000931	OG0000014	n196									BCAM0221, BCAM0222, BCAM2022				ROD_23501		ECL_03521	BW25113_2217	ECOLIN_12490	UTI89_C2499		Hsero_1538	VK055_4883						BGK56_05575	PA3714, PA4080	PA14_16350, PA14_11120, PA14_59770	PS417_04980, PS417_16945	Psyr_1294	RSc3388, RSc3078	RALBFv3_09140, RALBFv3_07515	RPSI07_0053, RPSI07_0420			STM14_2801	AL513382v1__4841	SL1344_2239															YPO1218	
N0.HOG0000932	OG0000014	n224									BCAM2756						ECL_04395					Hsero_3131								PA2899	PA14_26570	PS417_24945		RSp1621	RALBFv3_16090	RPSI07_mp1727																					
N0.HOG0000933	OG0000014	n232							BA000040v2__1182, BA000040v2__8155, BA000040v2__6266, BA000040v2__3647																																																
N0.HOG0000934	OG0000014	n235															ECL_04448, ECL_01284	BW25113_2369	ECOLIN_13165	UTI89_C2701			VK055_4175, VK055_4178, VK055_4202, VK055_3990							PA3045, PA0034, PA3948	PA14_24710, PA14_00430, PA14_12780	PS417_08600, PS417_05645, PS417_10655	Psyr_2114, Psyr_3890						STM14_0641	AL513382v1__1181	SL1344_0542															YPO1925	
N0.HOG0000935	OG0000014	n263																																					STM14_1686	AL513382v1__3225	SL1344_1325															YPO0255	
N0.HOG0000936	OG0000014	n267									BCAM2824											Hsero_1961						PGN_0903							RALBFv3_09495	RPSI07_3359																					
N0.HOG0000937	OG0000014	n271							BA000040v2__7394, BA000040v2__7393													Hsero_2570										PS417_19630	Psyr_3299	RSc2312	RALBFv3_04120			RPA1489, RPA3014																			
